YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2016,Sweden,XC90 T5,SUV - STANDARD,2.0,4,AS8,Z,10.6,9.1,10.0,28,232
2016,Sweden,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28,239
2016,Sweden,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.5,9.5,10.6,27,247
2017,Japan,ILX,COMPACT,2.4,4,AM8,Z,9.4,6.8,8.2,34,192
2017,Japan,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.6,9.0,11.0,26,259
2017,Japan,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,12.2,9.0,10.7,26,251
2017,Japan,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210
2017,Japan,NSX,TWO-SEATER,3.5,6,AM9,Z,11.1,10.8,11.0,26,261
2017,Japan,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.7,10.7,26,250
2017,Japan,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,8.2,7.8,8.1,35,190
2017,Japan,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34,197
2017,Japan,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.2,7.5,9.6,29,226
2017,Italy,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2017,Italy,4C SPIDER,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197
2017,Italy,GIULIA,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205
2017,Italy,GIULIA AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217
2017,Italy,GIULIA QUADRIFOGLIO,MID-SIZE,2.9,6,A8,Z,13.8,9.6,11.9,24,280
2017,United_Kingdom,DB11 V12,MINICOMPACT,5.2,12,A8,Z,15.5,11.4,13.7,21,322
2017,United_Kingdom,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20,331
2017,United_Kingdom,VANQUISH,MINICOMPACT,6.0,12,A8,Z,17.5,11.4,14.7,19,345
2017,United_Kingdom,V12 VANTAGE S,TWO-SEATER,6.0,12,AM7,Z,19.4,12.8,16.4,17,388
2017,United_Kingdom,V12 VANTAGE S,TWO-SEATER,6.0,12,M7,Z,23.2,14.4,19.2,15,450
2017,Germany,A3,SUBCOMPACT,2.0,4,AM7,X,9.1,6.8,8.0,35,188
2017,Germany,A3 QUATTRO,SUBCOMPACT,2.0,4,AM6,X,9.7,7.5,8.7,32,205
2017,Germany,A3 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.8,8.0,9.5,30,223
2017,Germany,A4 ULTRA,COMPACT,2.0,4,AM7,Z,8.6,6.4,7.6,37,177
2017,Germany,A4 QUATTRO,COMPACT,2.0,4,AM7,Z,9.8,7.7,8.8,32,205
2017,Germany,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.9,7.0,8.6,33,204
2017,Germany,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AM7,Z,10.2,8.3,9.3,30,217
2017,Germany,A5 QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.0,8.0,9.7,29,226
2017,Germany,A5 QUATTRO,SUBCOMPACT,2.0,4,M6,Z,10.4,7.3,9.0,31,210
2017,Germany,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.3,8.2,9.9,29,231
2017,Germany,A6 QUATTRO,MID-SIZE,2.0,4,AS8,Z,10.9,7.5,9.4,30,220
2017,Germany,A6 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,238
2017,Germany,A7 QUATTRO,MID-SIZE,3.0,6,AS8,Z,11.5,8.2,10.0,28,238
2017,Germany,A8,MID-SIZE,3.0,6,AS8,Z,12.6,8.0,10.5,27,246
2017,Germany,A8,MID-SIZE,4.0,8,AS8,Z,12.9,8.0,10.7,26,249
2017,Germany,A8L,FULL-SIZE,4.0,8,AS8,Z,13.1,8.3,10.9,26,255
2017,Germany,Q3,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,243
2017,Germany,Q3 QUATTRO,COMPACT,2.0,4,AS6,Z,11.9,8.4,10.3,27,241
2017,Germany,Q5,SUV - SMALL,2.0,4,AS8,Z,12.0,8.6,10.5,27,246
2017,Germany,Q5,SUV - SMALL,3.0,6,AS8,Z,13.2,9.2,11.4,25,267
2017,Germany,Q7,SUV - STANDARD,2.0,4,AS8,Z,11.9,9.6,10.8,26,253
2017,Germany,Q7,SUV - STANDARD,3.0,6,AS8,Z,12.6,9.4,11.1,25,260
2017,Germany,R8,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
2017,Germany,R8 SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.5,11.2,14.1,20,330
2017,Germany,RS 7,MID-SIZE,4.0,8,AS8,Z,16.2,9.3,13.1,22,309
2017,Germany,S3,SUBCOMPACT,2.0,4,AM6,Z,11.0,8.5,9.9,29,232
2017,Germany,S5,SUBCOMPACT,3.0,6,AM7,Z,13.0,8.5,11.0,26,259
2017,Germany,S5,SUBCOMPACT,3.0,6,M6,Z,13.8,9.0,11.7,24,273
2017,Germany,S5 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,13.3,9.1,11.4,25,266
2017,Germany,S6,MID-SIZE,4.0,8,AM7,Z,13.3,8.8,11.3,25,263
2017,Germany,S7,MID-SIZE,4.0,8,AM7,Z,13.4,8.8,11.4,25,265
2017,Germany,S8,MID-SIZE,4.0,8,AS8,Z,16.2,9.9,13.4,21,312
2017,Germany,SQ5,SUV - SMALL,3.0,6,AS8,Z,14.1,9.9,12.2,23,285
2017,Germany,TT COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,X,10.1,7.8,9.1,31,209
2017,Germany,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,X,10.1,7.8,9.1,31,209
2017,Germany,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
2017,United_Kingdom,BENTAYGA,SUV - STANDARD,6.0,12,AS8,Z,18.8,12.2,15.9,18,370
2017,United_Kingdom,CONTINENTAL GT,COMPACT,4.0,8,AS8,Z,16.1,9.4,13.1,22,307
2017,United_Kingdom,CONTINENTAL GT,COMPACT,6.0,12,AS8,Z,18.9,11.2,15.4,18,360
2017,United_Kingdom,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4.0,8,AS8,Z,17.7,10.3,14.4,20,337
2017,United_Kingdom,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
2017,United_Kingdom,FLYING SPUR,MID-SIZE,4.0,8,AS8,Z,17.0,9.9,13.8,20,321
2017,United_Kingdom,FLYING SPUR,MID-SIZE,6.0,12,AS8,Z,19.6,11.7,16.0,18,375
2017,United_Kingdom,MULSANNE,MID-SIZE,6.8,8,AS8,Z,21.3,12.8,17.5,16,407
2017,United_Kingdom,MULSANNE EWB,MID-SIZE,6.8,8,AS8,Z,22.2,13.6,18.3,15,430
2017,Germany,230i CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.0,7.2,8.7,32,207
2017,Germany,230i COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.8,6.8,8.4,34,197
2017,Germany,230i COUPE,SUBCOMPACT,2.0,4,M6,Z,11.1,7.3,9.4,30,219
2017,Germany,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,10.2,7.4,9.0,31,210
2017,Germany,320i,COMPACT,2.0,4,AS8,Z,10.0,6.5,8.4,34,200
2017,Germany,320i,COMPACT,2.0,4,M6,Z,10.2,6.7,8.6,33,202
2017,Germany,320i xDRIVE,COMPACT,2.0,4,AS8,Z,10.3,6.9,8.8,32,206
2017,Germany,328d xDRIVE,COMPACT,2.0,4,AS8,D,7.9,5.9,7.0,40,189
2017,Germany,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,D,7.9,5.9,7.0,40,189
2017,Germany,330i xDRIVE,COMPACT,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,340i,COMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224
2017,Germany,340i,COMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
2017,Germany,340i xDRIVE,COMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,340i xDRIVE,COMPACT,3.0,6,M6,Z,12.2,8.5,10.5,27,246
2017,Germany,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
2017,Germany,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.6,7.3,9.1,31,211
2017,Germany,430i xDRIVE COUPE,COMPACT,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,430i xDRIVE GRAN COUPE,COMPACT,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,440i COUPE,COMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224
2017,Germany,440i COUPE,COMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
2017,Germany,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
2017,Germany,440i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,440i xDRIVE COUPE,COMPACT,3.0,6,M6,Z,12.2,8.5,10.5,27,246
2017,Germany,440i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,530i xDRIVE,MID-SIZE,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,12.4,8.4,10.6,27,249
2017,Germany,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,12.4,8.4,10.6,27,249
2017,Germany,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
2017,Germany,650i xDRIVE COUPE,COMPACT,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
2017,Germany,650i xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
2017,Germany,740Li xDRIVE,FULL-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238
2017,Germany,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
2017,Germany,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
2017,Germany,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
2017,Germany,ALPINA B7 xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
2017,Germany,M2,SUBCOMPACT,3.0,6,AM7,Z,11.8,8.9,10.5,27,245
2017,Germany,M2,SUBCOMPACT,3.0,6,M6,Z,13.1,9.2,11.4,25,267
2017,Germany,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224
2017,Germany,M240i CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,12.2,8.2,10.4,27,242
2017,Germany,M240i COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224
2017,Germany,M240i COUPE,SUBCOMPACT,3.0,6,M6,Z,12.5,8.4,10.7,26,250
2017,Germany,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2017,Germany,M3,COMPACT,3.0,6,AM7,Z,14.0,9.7,12.1,23,284
2017,Germany,M3,COMPACT,3.0,6,M6,Z,13.7,9.1,11.7,24,273
2017,Germany,M4 CABRIOLET,SUBCOMPACT,3.0,6,AM7,Z,14.1,9.6,12.1,23,283
2017,Germany,M4 CABRIOLET,SUBCOMPACT,3.0,6,M6,Z,13.7,9.1,11.7,24,273
2017,Germany,M4 COUPE,COMPACT,3.0,6,AM7,Z,14.0,9.7,12.1,23,284
2017,Germany,M4 COUPE,COMPACT,3.0,6,M6,Z,13.7,9.1,11.7,24,273
2017,Germany,M6,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
2017,Germany,M6,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
2017,Germany,M6 CABRIOLET,SUBCOMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
2017,Germany,M6 CABRIOLET,SUBCOMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
2017,Germany,M6 GRAN COUPE,COMPACT,4.4,8,AM7,Z,17.2,11.6,14.7,19,343
2017,Germany,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.2,10.9,13.8,20,324
2017,Germany,M760i xDRIVE,FULL-SIZE,6.6,12,AS8,Z,17.7,11.9,15.1,19,355
2017,Germany,X1 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,10.5,7.4,9.1,31,213
2017,Germany,X3 xDRIVE28d,SUV - SMALL,2.0,4,AS8,D,8.7,7.1,8.0,35,211
2017,Germany,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.1,8.5,10.0,28,233
2017,Germany,X3 xDRIVE35i,SUV - SMALL,3.0,6,AS8,Z,12.7,9.1,11.1,25,260
2017,Germany,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,12.7,9.1,11.1,25,260
2017,Germany,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.3,27,240
2017,Germany,X5 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
2017,Germany,X5 xDRIVE35d,SUV - STANDARD,3.0,6,AS8,D,10.3,8.0,9.3,30,249
2017,Germany,X5 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270
2017,Germany,X5 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
2017,Germany,X6 M,SUV - STANDARD,4.4,8,AS8,Z,16.6,12.1,14.6,19,341
2017,Germany,X6 xDRIVE35i,SUV - STANDARD,3.0,6,AS8,Z,13.0,9.8,11.5,25,270
2017,Germany,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,15.6,11.3,13.7,21,320
2017,United_State,ENCLAVE,SUV - STANDARD,3.6,6,A6,X,15.7,10.6,13.4,21,315
2017,United_State,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,16.0,10.9,13.7,21,322
2017,United_State,ENCORE (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.3,7.2,8.3,34,194
2017,United_State,ENCORE (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.6,7.1,7.9,36,185
2017,United_State,ENCORE AWD (LUV Engine),SUV - SMALL,1.4,4,AS6,X,9.8,7.7,8.8,32,208
2017,United_State,ENCORE AWD (LE2 Engine),SUV - SMALL,1.4,4,AS6,X,8.9,7.6,8.3,34,196
2017,United_State,ENVISION AWD,SUV - SMALL,2.0,4,A6,Z,11.8,9.1,10.6,27,248
2017,United_State,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.4,9.9,29,232
2017,United_State,LACROSSE,MID-SIZE,3.6,6,AS8,X,11.2,7.5,9.5,30,224
2017,United_State,LACROSSE AWD,MID-SIZE,3.6,6,AS8,X,11.6,8.1,10.0,28,235
2017,United_State,REGAL,MID-SIZE,2.0,4,AS6,Z,11.5,8.0,9.9,29,233
2017,United_State,REGAL AWD,MID-SIZE,2.0,4,AS6,Z,12.1,8.9,10.7,26,250
2017,United_State,VERANO,COMPACT,2.4,4,AS6,X,11.3,7.6,9.7,29,226
2017,United_State,ATS,COMPACT,2.0,4,AS8,Z,10.6,7.7,9.3,30,217
2017,United_State,ATS,COMPACT,2.0,4,M6,Z,11.8,8.0,10.1,28,236
2017,United_State,ATS,COMPACT,2.5,4,AS8,X,10.7,7.4,9.2,31,216
2017,United_State,ATS,COMPACT,3.6,6,AS8,X,11.6,8.0,10.0,28,234
2017,United_State,ATS AWD,COMPACT,2.0,4,AS8,Z,10.8,7.9,9.5,30,222
2017,United_State,ATS AWD,COMPACT,3.6,6,AS8,X,12.2,8.6,10.6,27,248
2017,United_State,ATS-V,COMPACT,3.6,6,AS8,Z,13.9,9.4,11.9,24,279
2017,United_State,ATS-V,COMPACT,3.6,6,M6,Z,14.4,10.4,12.6,22,295
2017,United_State,CT6,FULL-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30,223
2017,United_State,CT6 AWD,FULL-SIZE,3.0,6,AS8,Z,13.0,9.1,11.2,25,263
2017,United_State,CT6 AWD,FULL-SIZE,3.6,6,AS8,X,12.8,8.8,11.0,26,259
2017,United_State,CTS,MID-SIZE,2.0,4,AS8,Z,11.0,7.8,9.5,30,223
2017,United_State,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8.0,10.0,28,234
2017,United_State,CTS AWD,MID-SIZE,2.0,4,AS8,Z,11.2,8.2,9.8,29,229
2017,United_State,CTS AWD,MID-SIZE,3.6,6,AS8,X,12.2,8.6,10.6,27,248
2017,United_State,CTS Vsport,MID-SIZE,3.6,6,AS8,Z,15.0,9.9,12.7,22,299
2017,United_State,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.5,11.1,14.0,20,329
2017,United_State,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.1,11.7,14.1,20,331
2017,United_State,XT5,SUV - SMALL,3.6,6,AS8,X,12.1,8.6,10.5,27,245
2017,United_State,XT5 AWD,SUV - SMALL,3.6,6,AS8,X,12.9,8.9,11.1,25,260
2017,United_State,XTS,FULL-SIZE,3.6,6,AS6,X,13.2,8.5,11.1,25,260
2017,United_State,XTS AWD,FULL-SIZE,3.6,6,AS6,X,13.7,9.0,11.6,24,272
2017,United_State,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.3,12.8,22,299
2017,United_State,CAMARO,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.7,9.5,30,222
2017,United_State,CAMARO,SUBCOMPACT,2.0,4,M6,Z,11.9,8.0,10.1,28,236
2017,United_State,CAMARO,SUBCOMPACT,3.6,6,AS8,X,12.3,8.6,10.6,27,249
2017,United_State,CAMARO,SUBCOMPACT,3.6,6,M6,X,14.4,8.4,11.7,24,274
2017,United_State,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273
2017,United_State,CAMARO SS,SUBCOMPACT,6.2,8,M6,Z,14.3,9.4,12.1,23,284
2017,United_State,CAMARO ZL1,SUBCOMPACT,6.2,8,AS10,Z,19.0,11.6,15.6,18,367
2017,United_State,CAMARO ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.9,19,349
2017,United_State,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.8,9.0,9.4,30,220
2017,United_State,COLORADO,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.0,9.2,10.7,26,252
2017,United_State,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.2,10.9,26,254
2017,United_State,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.9,9.5,30,255
2017,United_State,COLORADO,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,274
2017,United_State,COLORADO 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.7,9.6,11.3,25,263
2017,United_State,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.1,8.4,10.4,27,280
2017,United_State,COLORADO 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286
2017,United_State,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.5,10.7,11.7,24,315
2017,United_State,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331
2017,United_State,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.2,8.9,12.4,23,290
2017,United_State,CORVETTE,TWO-SEATER,6.2,8,M7,Z,14.2,9.0,11.9,24,278
2017,United_State,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.6,10.3,14.3,20,336
2017,United_State,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312
2017,United_State,CRUZE,COMPACT,1.4,4,AS6,X,7.9,5.9,7.0,40,165
2017,United_State,CRUZE,COMPACT,1.4,4,M6,X,8.3,6.0,7.3,39,170
2017,United_State,CRUZE PREMIER,COMPACT,1.4,4,AS6,X,8.1,6.0,7.2,39,169
2017,United_State,CRUZE DIESEL,COMPACT,1.6,4,A9,D,7.6,5.0,6.4,44,172
2017,United_State,CRUZE DIESEL,COMPACT,1.6,4,M6,D,7.7,4.5,6.3,45,169
2017,United_State,CRUZE HATCHBACK,COMPACT,1.4,4,AS6,X,8.1,6.2,7.3,39,172
2017,United_State,CRUZE HATCHBACK,COMPACT,1.4,4,M6,X,8.3,6.4,7.4,38,173
2017,United_State,CRUZE HATCHBACK PREMIER,COMPACT,1.4,4,AS6,X,8.4,6.4,7.5,38,176
2017,United_State,EQUINOX,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221
2017,United_State,EQUINOX FFV,SUV - SMALL,2.4,4,A6,X,11.0,7.5,9.4,30,221
2017,United_State,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,11.0,13.6,21,223
2017,United_State,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.1,9.7,12.1,23,285
2017,United_State,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
2017,United_State,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237
2017,United_State,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.8,14.2,20,234
2017,United_State,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,15.0,10.4,13.0,22,304
2017,United_State,EXPRESS 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,21.8,14.8,18.6,15,438
2017,United_State,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,X,22.3,14.9,19.0,15,445
2017,United_State,IMPALA,FULL-SIZE,2.5,4,AS6,X,10.9,7.9,9.5,30,224
2017,United_State,IMPALA FFV,FULL-SIZE,3.6,6,AS6,X,12.5,8.3,10.6,27,249
2017,United_State,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.0,11.7,14.6,19,240
2017,United_State,MALIBU,MID-SIZE,1.5,4,A6,X,8.8,6.5,7.8,36,182
2017,United_State,MALIBU,MID-SIZE,2.0,4,A9,Z,10.7,7.1,9.1,31,212
2017,United_State,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121
2017,United_State,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,297
2017,United_State,SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.2,10.7,13.1,22,309
2017,United_State,SILVERADO,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,15.9,11.2,13.8,20,324
2017,United_State,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,10.0,11.9,24,279
2017,United_State,SILVERADO FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,19.3,14.3,17.1,17,284
2017,United_State,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,298
2017,United_State,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.7,13.9,17.1,17,284
2017,United_State,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
2017,United_State,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.9,11.5,13.9,20,327
2017,United_State,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20,330
2017,United_State,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.1,10.6,12.5,23,294
2017,United_State,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,294
2017,United_State,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22,307
2017,United_State,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,315
2017,United_State,SILVERADO eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.4,11.2,13.0,22,303
2017,United_State,SONIC,COMPACT,1.4,4,AS6,X,8.8,6.6,7.8,36,184
2017,United_State,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174
2017,United_State,SONIC,COMPACT,1.8,4,AS6,X,9.7,6.9,8.4,34,197
2017,United_State,SONIC,COMPACT,1.8,4,M5,X,9.2,7.1,8.3,34,194
2017,United_State,SONIC 5,STATION WAGON - SMALL,1.4,4,AS6,X,8.8,6.6,7.8,36,184
2017,United_State,SONIC 5,STATION WAGON - SMALL,1.4,4,M6,X,8.4,6.3,7.4,38,174
2017,United_State,SONIC 5,STATION WAGON - SMALL,1.8,4,AS6,X,9.7,6.9,8.4,34,197
2017,United_State,SONIC 5,STATION WAGON - SMALL,1.8,4,M5,X,9.2,7.1,8.3,34,194
2017,United_State,SPARK,SUBCOMPACT,1.4,4,AV,X,7.8,6.2,7.1,40,167
2017,United_State,SPARK,SUBCOMPACT,1.4,4,M5,X,8.0,6.2,7.2,39,168
2017,United_State,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
2017,United_State,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
2017,United_State,SUBURBAN FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284
2017,United_State,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
2017,United_State,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.4,10.8,13.3,21,312
2017,United_State,SUBURBAN 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15,317
2017,United_State,TAHOE,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
2017,United_State,TAHOE FFV,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
2017,United_State,TAHOE FFV,SUV - STANDARD,5.3,8,A6,E,20.0,13.5,17.1,17,284
